,ISBN,genres
339,9681500555,"Classics, Nonfiction, History, Biography, Memoir, Historical, Holocaust"
340,0380711109,"Nature, Nonfiction, Essays, Natural History, Environment, Memoir, Science"
341,0452283914,"Politics, Nonfiction, History, Economics, Journalism, The United States Of America, United States"
342,0425120279,"Fiction, Thriller, Mystery, Suspense, Military Fiction, Adventure, Espionage"
343,067153484X,"Historical Romance, Romance, Historical, Fiction, Suspense, Regency, Historical Fiction"
344,0380728273,"Mystery, Fiction, Mystery Thriller, Crime, Thriller, Suspense, Audiobook"
345,8433914545,[]
346,8484509141,"Nonfiction, Writing, Memoir, Biography, Reference, Audiobook, Autobiography"
347,0446606197,"Mystery, Fiction, Mystery Thriller, Cozy Mystery, Southern, Suspense, Audiobook"
348,0771076002,[]
349,0771088191,[]
350,1559703237,"Fiction, Short Stories, Essays, Literature, American, Novels, Literary Fiction"
351,3596214629,"Classics, Fiction, Young Adult, School, Literature, Dystopia, Read For School"
352,0062770500,Travel
353,0671847546,"Travel, Nonfiction"
354,0060188731,"Fiction, Contemporary, Literary Fiction, Book Club, Music, Novels, Historical Fiction"
355,0140374248,"Childrens, Fantasy, Fiction, Classics, Young Adult, Middle Grade, Adventure"
356,0142001740,"Fiction, Historical Fiction, Young Adult, Classics, Historical, Contemporary, Adult Fiction"
357,0195086295,Music
358,0312995423,"Fiction, Thriller, Mystery, Suspense, Mystery Thriller, Crime, Science Fiction"
359,0380704587,"Fiction, Historical Fiction, Romance, Australia, Historical, Historical Romance, Novels"
360,0380815923,"Fiction, Magical Realism, France, Contemporary, Romance, Fantasy, Novels"
361,0385416342,"Fiction, Thriller, Mystery, Crime, Legal Thriller, Suspense, Mystery Thriller"
362,0385418493,"History, Nonfiction, Ireland, Irish Literature, Historical, Religion, European History"
363,038542471X,"Fiction, Thriller, Mystery, Crime, Suspense, Legal Thriller, Mystery Thriller"
364,0425098109,Science Fiction
365,0449005410,"Fiction, Horses, Animals, Contemporary, Literary Fiction, Sports, Novels"
366,0449202631,"Mystery, Fiction, Thriller, Crime, Suspense, Mystery Thriller, British Literature"
367,0449207544,"Mystery, Fiction, Thriller, Crime, Mystery Thriller, Suspense, British Literature"
368,0515128554,"Romance, Contemporary Romance, Fiction, Fantasy, Contemporary, Paranormal, Ireland"
369,0517577402,"Science Fiction, Fiction, Humor, Fantasy, Comedy, Science Fiction Fantasy, Classics"
370,0590450875,"Picture Books, Childrens, Nonfiction, Art, Reference, Mystery"
371,0590481371,"Picture Books, Halloween, Childrens, Nonfiction, Horror, Holiday, Kids"
372,067103619X,"Romance, Fiction, Chick Lit, Contemporary Romance, Contemporary, Womens Fiction, Adult"
373,0684177730,"Mystery, Fiction, Crime, Mystery Thriller, Detective, British Literature, Thriller"
374,0684180200,[]
375,0743411269,"Romance, Fiction, Chick Lit, Contemporary, Mystery, Drama, Contemporary Romance"
376,0743470389,"Mystery, Fiction, LGBT, Thriller, Horror, M M Romance, Mystery Thriller"
377,076218857X,"Mystery, Fiction, Detective, Crime, Mystery Thriller, Audiobook, Classics"
378,0767905938,"Memoir, Nonfiction, Biography, Womens, Self Help, Biography Memoir, Autobiography"
379,0800706544,"Religion, Christian"
380,0801096677,"Biography, Church History"
381,0849953014,"Christian, Religion"
382,0891091963,"Christian, Counselling, Nonfiction, Psychology, Christian Living, Christianity, Spirituality"
383,0915811537,"Autistic Spectrum Disorder, Memoir, Nonfiction, Parenting, Psychology"
384,0927545373,"Theology, Nonfiction, Christianity, Christian, Religion"
385,1575024179,[]
386,1880185008,"Christian, Christianity, Church, Nonfiction, Christian Living"
387,0140345809,"Young Adult, Science Fiction, Fiction, Horror, Dystopia, Fantasy, Teen"
388,0156528207,"Classics, Fiction, Fantasy, Childrens, France, Philosophy, Young Adult"
389,0380012863,"Fiction, Classics, Philosophy, Fantasy, Spirituality, Inspirational, Self Help"
390,0451154916,"Reference, New Age, Nonfiction, Metaphysics"
391,0785815147,"Wicca, Nonfiction, Spirituality, Paganism, New Age, Religion, Witchcraft"
392,0875421288,"Witchcraft, Wicca, Nonfiction, Paganism, Reference, Spirituality, Magic"
393,1567184294,"Religion, Reference, Occult, Language, Nonfiction, Tarot, Paganism"
394,156718796X,"New Age, Nonfiction, Spirituality, Metaphysics"
395,1862047626,Nonfiction
396,0020437501,"Picture Books, Childrens, Animals, Fiction, Classics, Storytime, Humor"
397,0198320264,"Classics, Plays, Fiction, Drama, School, Historical Fiction, Read For School"
398,0373196989,"Harlequin, Contemporary Romance, Romance"
399,0373245580,"Romance, Silhouette, Contemporary Romance, Contemporary"
400,0451527747,"Classics, Fantasy, Fiction, Childrens, Young Adult, Literature, Adventure"
401,0671867113,"Mystery, Fiction, Suspense, Thriller, Mystery Thriller, Crime, Adult"
402,0812504208,"Classics, Fiction, Adventure, Historical Fiction, Young Adult, Literature, Childrens"
403,0060173289,"Fiction, Chick Lit, Contemporary, Adult Fiction, Southern, Adult, Historical Fiction"
404,0060973897,"Nonfiction, Memoir, History, Biography, Biography Memoir, Feminism, Autobiography"
405,006101351X,"Nonfiction, History, Adventure, Biography, Survival, Nature, Historical"
406,0140104682,"History, American History, Politics, Nonfiction, Feminism, Family, Gender and Sexuality"
407,0312143370,"Humor, Essays, Politics, Nonfiction, Comedy, Southern"
408,0316666343,"Fiction, Mystery, Young Adult, Contemporary, Fantasy, Crime, Thriller"
409,039456894X,"Fiction, Novels, Literature, Travel, Humor, Contemporary, Literary Fiction"
410,0440224675,"Horror, Fiction, Thriller, Crime, Mystery, Mystery Thriller, Suspense"
411,0449002632,"Historical Fiction, Fiction, Historical, British Literature, Novels, Travel, Unfinished"
412,0449213773,"Fiction, Canada, Literary Fiction, Contemporary, Novels, Canadian Literature, Literature"
413,0452279690,"Fiction, Queer, Novels, Southern, LGBT, Contemporary, Literary Fiction"
414,0553569058,"Fiction, Canada, Contemporary, Literary Fiction, Feminism, Literature, Novels"
415,0679427430,"Nonfiction, Memoir, Poetry, Biography, Essays, Autobiography, African American"
416,0679725393,"Classics, Fiction, Historical Fiction, Literature, American, Novels, New York"
417,0802114369,"Nonfiction, Memoir, History, Biography Memoir, Biography, Native Americans, Native American History"
418,0803233019,"History, Nonfiction, Biography, Memoir, Religion, Spirituality, Philosophy"
419,0819154946,[]
420,0897322339,[]
421,0940322978,"Fiction, Music, 20th Century, Comedy, The United States Of America, Literary Fiction, Literature"
422,1573225126,[]
423,1579651658,"Politics, Nonfiction"
424,1878424319,"Self Help, Nonfiction, Spirituality, Philosophy, Personal Development, Psychology, Inspirational"
425,8401351421,[]
426,8423324311,[]
427,8427007450,[]
428,8429734996,[]
429,8429736131,[]
430,8440616252,"Fiction, Womens"
431,8472224260,[]
432,8472227421,[]
433,8474103347,[]
434,8475960936,[]
435,8477830029,[]
436,8478091246,[]
437,8478097732,Fiction
438,8478098267,[]
439,8478800336,"Humor, Fiction, Feminism"
440,8478884963,"Fiction, Chick Lit, Romance, Ireland, Contemporary, Irish Literature, Adult Fiction"
441,8483002523,[]
442,8486433193,[]
443,0600586898,"Music, Biography"
444,1853260622,"Classics, Fiction, Historical Fiction, Russia, Russian Literature, Literature, War"
445,1857938011,[]
446,0060804157,"Psychology, Nonfiction, Philosophy, Mythology, Spirituality, Self Help, Gender"
447,8466601090,[]
448,0140382658,[]
449,0152012966,"Nonfiction, Animals"
450,0312283784,"Historical Fiction, Fiction, Civil War, Mystery, Historical, Adult Fiction, Chick Lit"
451,0345297709,"Fantasy, Fiction, Humor, Science Fiction Fantasy, Young Adult, Magic, Science Fiction"
452,0345313097,"Fantasy, Fiction, Humor, Science Fiction Fantasy, Young Adult, Magic, Science Fiction"
453,0345335465,"Fantasy, Science Fiction, Dragons, Fiction, Science Fiction Fantasy, Young Adult, High Fantasy"
454,0345416848,"Fantasy, Fiction, Epic Fantasy, Heroic Fantasy, High Fantasy, Historical Fiction, Science Fiction Fantasy"
455,0385333404,"Chick Lit, Fiction, Contemporary, Romance, Adult, Humor, Womens Fiction"
456,044021145X,"Fiction, Thriller, Mystery, Crime, Legal Thriller, Suspense, Mystery Thriller"
457,0449212084,"Mystery, Fiction, Crime, Mystery Thriller, Murder Mystery, Politics, Cozy Mystery"
458,0553582682,[]
459,0590947257,"Childrens, Fiction, Chapter Books, Middle Grade, Realistic Fiction, Juvenile, Divorce"
460,074345829X,Fantasy
461,0786913878,"Forgotten Realms, Fantasy, Fiction, Dungeons and Dragons, Science Fiction Fantasy, Adventure, Speculative Fiction"
462,0801491827,"History, Feminism, Nonfiction, Womens, Womens Studies, American History, School"
463,0816729913,[]
464,0843136685,"Humor, Fiction, Comedy, Art, Family"
465,0866119531,"Classics, Fiction, Animals, Childrens, Young Adult, Historical Fiction, Chapter Books"
466,0866119566,"Classics, Fiction, Childrens, Historical Fiction, Young Adult, Middle Grade, Novels"
467,0870441663,"Childrens, Science, Nonfiction"
468,1561561428,"Classics, Fiction, Horror, Science Fiction, Gothic, Fantasy, School"
469,0553210092,"Classics, Fiction, Historical Fiction, School, Literature, High School, Read For School"
470,0553258524,"Fantasy, Science Fiction, Dragons, Young Adult, Fiction, Science Fiction Fantasy, Adventure"
471,0688163726,"Horror, Young Adult, Childrens, Fiction, Fantasy, Ghosts, Paranormal"
472,1569471096,"Fiction, Chick Lit, Humor, New York"
473,055358099X,"Romance, Fiction, Chick Lit, Contemporary Romance, Contemporary, Womens Fiction, Novels"
474,0316168815,"Fiction, Mystery, Young Adult, Contemporary, Fantasy, Crime, Thriller"
475,014023828X,"Fiction, Contemporary, Book Club, School, Literary Fiction, Novels, Literature"
476,0316314927,"Fiction, Literary Fiction, Contemporary"
477,0345424719,"Fiction, Contemporary, Literature, Novels, Literary Fiction, American, Adult"
478,0375414746,"Fiction, Historical Fiction, Southern, Literary Fiction, Historical, Novels, Southern Gothic"
479,0375726403,"Fiction, Contemporary, Literary Fiction, Literature, Novels, Book Club, Adult Fiction"
480,0385503857,"Fiction, Science Fiction, Dystopia, Post Apocalyptic, Fantasy, Canada, Speculative Fiction"
481,0425156842,"Philosophy, Fiction, Classics, Young Adult, Novels, Fantasy, Literature"
482,0440226104,"Fiction, Contemporary, Adult Fiction, Chick Lit, Novels, Abuse, Drama"
483,0452277337,"Fiction, Chick Lit, France, Romance, Contemporary, Novels, Humor"
484,0553802488,"Horror, Fiction, Thriller, Mystery, Suspense, Mystery Thriller, Paranormal"
485,0671021001,"Fiction, Contemporary, Chick Lit, Adult Fiction, Coming Of Age, Novels, Adult"
486,0767903579,"Nonfiction, Memoir, China, Biography, Autobiography, History, Biography Memoir"
487,0805063897,"Nonfiction, Sociology, Politics, Economics, Memoir, Social Justice, Poverty"
488,0679777431,"Historical Fiction, Fiction, Historical, Scotland, Fantasy, Adventure, Romance"
489,0553285343,"Fiction, Thriller, Espionage, Mystery, Russia, Spy Thriller, Suspense"
490,0486285529,[]
491,0671002481,"Fiction, Chick Lit, Humor, Contemporary, Romance, Comedy, Media Tie In"
492,0812523385,"Poetry, Classics, Nonfiction, 19th Century, American, Literature, The United States Of America"
493,0895774666,[]
494,0020199090,"Christian Fiction, Fiction, Christian, Religion, Spirituality, Inspirational, Christianity"
495,0385495145,"Fiction, Christian, Religion, Spirituality"
496,0679733825,"Poetry, Nature, Nonfiction, Feminism, Short Stories, Essays, Womens"
497,0842329129,"Fiction, Christian, Christian Fiction, Fantasy, Religion, Thriller, Christianity"
498,0345451260,"Fiction, Chick Lit, Adult Fiction, Contemporary, Food, Humor"
499,0740700235,[]
500,0380973545,"Humor, Nonfiction, Comedy, Adult, American, Short Stories, The United States Of America"
501,0393321576,"Biography, History, Nonfiction, Politics, Philosophy, Economics, Sociology"
502,0743424425,"Horror, Fiction, Thriller, Classics, Fantasy, Paranormal, Mystery"
503,0786868015,"Horror, Fiction, Historical Fiction, Paranormal, Thriller, Supernatural, Mystery"
504,0446610178,"Fiction, Thriller, Mystery, Suspense, Mystery Thriller, Novels, Crime"
505,0684854953,"Christmas, Fiction, Holiday, Humor, Young Adult, Audiobook, Adult Fiction"
506,0743229878,"Historical Fiction, Fiction, Romance, Historical, Mystery, Adult, Presidents"
507,0380617625,"History, Nonfiction, Politics, Islam, Biography, Collections, Political Science"
508,0380732335,"Humor, Fiction, Mystery, Crime, Comedy, Thriller, Mystery Thriller"
509,0385337132,"Mystery, Fiction, Mystery Thriller, Suspense, Crime, Thriller, Detective"
510,0440235057,"Fiction, Crime, Mystery, Thriller, Novels, Mystery Thriller, Music"
511,0445402040,"Fiction, Crime, Thriller, Mystery, Action, Mystery Thriller, Israel"
512,0618119760,"Canada, Canadian Literature, Contemporary, Literary Fiction, Modern, Fiction"
513,0871138646,"Mystery, Historical Fiction, Thriller, Fiction, Espionage, Crime, Historical Mystery"
514,0026329859,"Cookbooks, Food, Cooking, Vegetarian, Reference, China"
515,0060621257,[]
516,0060915544,[]
517,0060917016,"Fiction, Short Stories, Contemporary, Literature, Adult, Literary Fiction, Adult Fiction"
518,0060925000,"Fiction, India, Historical Fiction, Indian Literature, Classics, Romance, Historical"
519,0060932759,"Historical Fiction, Fiction, Historical, Romance, Magical Realism, Novels, Literature"
520,0061000280,"Mystery, Fiction, Mystery Thriller, Thriller, Crime, Politics, Detective"
521,0192815318,"Classics, Fiction, Historical Fiction, 19th Century, Victorian, British Literature, Audiobook"
522,0312195516,"Historical Fiction, Fiction, Historical, Religion, Book Club, Feminism, Adult"
523,0380792664,"Mystery, Historical Fiction, Egypt, Historical Mystery, Fiction, Historical, Africa"
524,0393048977,Poetry
525,0399137807,"Mystery, Fiction, Cozy Mystery, Cats, Animals, Crime, Audiobook"
526,039914739X,"Mystery, Fiction, Crime, Thriller, Suspense, Mystery Thriller, Detective"
527,0451203046,"Fiction, Ireland, Chick Lit, Historical Fiction, Romance, Irish Literature, Womens Fiction"
528,0451410556,"Mystery, Fiction, British Literature, Crime, Detective, Audiobook, Cozy Mystery"
529,0451523318,"Classics, Fiction, Short Stories, Horror, Literature, Gothic, American"
530,0486281965,"Fiction, Classics, Short Stories, 19th Century, Historical Fiction, Literature, Novella"
531,0486292940,"Poetry, Classics"
532,051762639X,"Classics, Fiction, Victorian, 19th Century, Literature, Historical Fiction, British Literature"
533,0684824442,"Classics, Fiction, American, 20th Century, Novels, Literary Fiction, Literature"
534,0743458303,"Mystery, Fiction, Jewish, Judaism, Audiobook, Religion, Mystery Thriller"
535,081296666X,"Fiction, Humor, Comedy, Contemporary, British Literature, Chick Lit, Romance"
536,0819215635,"Religion, Nonfiction, Spirituality, Theology, Christian, Faith"
537,0880011025,"Poetry, Fiction, Polish Literature"
538,1561011525,[]
539,1877727083,"Poetry, Latin American Literature"
540,0486206173,Chess
541,0312278586,"Fiction, Chick Lit, Contemporary, Humor, Romance, Adult Fiction, Adult"
542,8845229041,"Fiction, Romance, Philosophy, Novels, Spirituality, Contemporary, Literature"
543,887641486X,"Fiction, Italy, Contemporary, Italian Literature, Literary Fiction, Novels, Womens"
544,0140370900,"Childrens, Fiction, Humor, Young Adult, Short Stories, Supernatural"
545,0674511255,"History, Biography, Civil War, Nonfiction, Presidents, War"
546,0030096189,"Science, Textbooks, Chemistry, Reference, Nonfiction"
547,0312965745,[]
548,0345374657,"Health, Food, Nonfiction, Cookbooks, Nutrition, Cooking, Environment"
549,0395710901,"Parenting, Education, Nonfiction, Psychology, Teaching, Business, Management"
550,080521061X,"Education, Parenting, Nonfiction, Teaching"
551,0823032612,"Art, Drawing, Nonfiction"
552,0679310002,"Fiction, Canada"
553,0312288115,"Chick Lit, Fiction, Humor, Adult, British Literature, Adult Fiction"
554,0316171107,"Fiction, Mystery, Mystery Thriller, Novels, Adult, Crime, Book Club"
555,0380710218,"Mystery, Crime, Fiction, Thriller, Mystery Thriller, Suspense, Murder Mystery"
556,0515118656,"Mystery, Romance, Thriller, Suspense, Fiction, Romantic Suspense, Mystery Thriller"
557,0553289063,"Fiction, True Crime, Mystery, Chick Lit, Romance, Novels, American"
558,0671000306,"Fiction, Adventure, Thriller, Action, Mystery, Suspense, Mystery Thriller"
559,0671673688,"Mystery, Fiction, Suspense, Thriller, Mystery Thriller, Crime, Adult"
560,1561672033,[]
561,0425178242,"Nonfiction, Essays, Humor, Journalism, Literary Fiction, American, Government"
562,0618173870,"Fiction, Historical Fiction, Contemporary, Novels, Literature, Literary Fiction, Magical Realism"
563,0156027321,"Fiction, Fantasy, Classics, Adventure, Contemporary, Magical Realism, Novels"
564,0375403582,"Fiction, Africa, Travel, Kenya, Romance, Contemporary, Novels"
565,0385721420,"Fiction, Book Club, Contemporary, Literary Fiction, Adult Fiction, Scotland, Novels"
566,0451202341,"Fiction, Contemporary, Coming Of Age, Adult Fiction, Family, Literary Fiction, Mystery"
567,0743418190,"Chick Lit, Fiction, Romance, Contemporary, Adult Fiction, Adult, Humor"
568,0385335407,"Romance, Fiction, Contemporary, Chick Lit, Drama, Love, Relationships"
569,0965746828,[]
570,0060923245,"Fiction, Novels, Contemporary, Literary Fiction, Literature, Adult, School"
571,0486272664,"Poetry, Classics, Fiction, Literature, British Literature, School, 18th Century"
572,0786015276,[]
573,0060913509,"Fiction, War, Historical Fiction, Novels, Young Adult, Coming Of Age, Southern"
574,0553272837,"Romance, Romantic Suspense, Mystery, Contemporary Romance, Fiction, Contemporary, Suspense"
575,0440225078,"Romance, Romantic Suspense, Mystery, Suspense, Fiction, Contemporary Romance, Contemporary"
576,0312145543,"Mystery, The United States Of America"
577,0425181111,"Horror, Fiction, Thriller, Suspense, Mystery, Science Fiction, Fantasy"
578,0380732688,"Mystery, Fiction, Crime, Thriller, Mystery Thriller, Suspense, Jewish"
579,0140286276,"Fiction, Mystery, Contemporary, Chick Lit, Adult Fiction, Drama, Adult"
580,0373484100,"Romance, Romantic Suspense, Fiction, Mystery, Contemporary Romance, Suspense, Crime"
581,0449907481,"Fiction, Literary Fiction, Contemporary, Literature, Novels, Family, Adult Fiction"
582,0553107305,"Mystery, Fiction, Cozy Mystery, Mystery Thriller, Food, Culinary, Cooking"
583,080213825X,"Chick Lit, Fiction, Contemporary, Romance, Adult Fiction, New York, Short Stories"
584,0515127833,"Romance, Romantic Suspense, Mystery, Fiction, Contemporary Romance, Suspense, Contemporary"
585,0345441133,"Fiction, Chick Lit, Romance, Contemporary, Drama, Womens Fiction, Adult Fiction"
586,0515134279,"Thriller, Horror, Fiction, Crime, Mystery, Mystery Thriller, Suspense"
587,0945586051,[]
588,0385490992,"Fiction, Thriller, Mystery, Legal Thriller, Crime, Suspense, Law"
589,0385424728,"Fiction, Thriller, Mystery, Legal Thriller, Crime, Suspense, Mystery Thriller"
590,0312980388,"Historical Fiction, Fiction, Egypt, Historical, Fantasy, Adventure, Thriller"
591,0590419625,"Picture Books, Childrens, Humor, Fiction, School, Fantasy, Back To School"
592,0385472951,"Fiction, Thriller, Mystery, Legal Thriller, Suspense, Crime, Mystery Thriller"
593,0451195663,"Horror, Thriller, Fiction, Suspense, Crime, Mystery, Canada"
594,0425182878,"Mystery, Fiction, Thriller, Crime, Mystery Thriller, Detective, Suspense"
595,0553564528,"Mystery, Thriller, Fiction, Suspense, Crime, Romantic Suspense, Mystery Thriller"
596,055356451X,"Mystery, Suspense, Fiction, Thriller, Crime, Romantic Suspense, Mystery Thriller"
597,0743412621,"Mystery, Fiction, Suspense, Thriller, Mystery Thriller, Crime, Romance"
598,0849943728,"Fiction, Christian Fiction, Thriller, Christian, Mystery, Suspense, Horror"
599,0849943450,"Christian Fiction, Fiction, Christian, Contemporary, Romance, Adventure, Suspense"
600,084994371X,"Christian Fiction, Fiction, Christian, Thriller, Fantasy, Suspense, Mystery"
601,0590406019,"Fantasy, Fiction, Classics, Young Adult, Childrens, Christian, Adventure"
602,0020442408,"Fantasy, Fiction, Classics, Young Adult, Childrens, Adventure, Christian"
603,0553225987,"Reference, Nonfiction, Business, Politics, Law, History, Classics"
604,042517736X,"Fiction, Science Fiction, Thriller, Mystery, Mystery Thriller, Medical, Suspense"
605,0671868713,"True Crime, Nonfiction, Crime, Mystery, Biography, Audiobook, Adult"
606,038549825X,"Fiction, African American, Romance, LGBT, Novels, M M Romance, Cultural"
607,0553202294,"Astrology, Nonfiction, Reference, Spirituality, Self Help, New Age, Psychology"
608,0345313860,"Horror, Fantasy, Vampires, Fiction, Paranormal, Supernatural, Gothic"
609,0345369947,"Horror, Fantasy, Fiction, Paranormal, Supernatural, Historical Fiction, Romance"
610,067170124X,Fiction
611,0345353625,"Fiction, Roman, Feminism, Contemporary, Womens, Novels, Chick Lit"
612,0308102282,"Self Help, Psychology, Nonfiction, Personal Development, Spirituality, Philosophy, Audiobook"
613,006017143X,"Fiction, LGBT, Mystery, Gay, Contemporary, Queer, Novels"
614,0805056491,"Nonfiction, Self Help, Productivity, Personal Development, Business, Reference, Psychology"
615,0679401377,"Horror, Fiction, Mystery, Thriller, Crime, Suspense, Mystery Thriller"
616,1562827049,"True Crime, Nonfiction, History, Crime, Mystery, Biography, Horror"
617,0385306032,"Romance, Fiction, Mystery, Chick Lit, Contemporary, Drama, Historical Fiction"
618,0816152446,"Fiction, Romance, Drama, Chick Lit, Historical Fiction, Womens Fiction, Contemporary"
619,0821772953,"Mystery, Thriller, Romantic Suspense, Suspense, Romance, Fiction, Crime"
620,0345379454,"Mystery, Fiction, Cozy Mystery, Mystery Thriller, Humor, Suspense, Adult"
621,0553576925,"Mystery, Paranormal, Romance, Suspense, Romantic Suspense, Fiction, Thriller"
622,0743206053,"Memoir, Nonfiction, Biography, Autobiography, Biography Memoir, Audiobook, Adult"
623,0688169678,"Nonfiction, Biography, History, Memoir, Essays, Feminism, Parenting"
624,0439319552,"Picture Books, Childrens, School Stories, School, Science Fiction, 1st Grade, Fiction"
625,0590870157,[]
626,0307001164,"Childrens, Picture Books, Animals, Fiction, Classics, Dogs, Adventure"
627,0440441501,"Childrens, Fiction, Juvenile"
628,0590687301,"Childrens, Fiction, Animals, Fantasy, Middle Grade, Chapter Books, Classics"
629,0439061644,"Science Fiction, Young Adult, Fiction, Fantasy, Aliens, Adventure, Middle Grade"
630,0439569842,"Picture Books, Dinosaurs, Childrens, Storytime, Fiction, Animals, Books About Books"
631,0307118703,"Childrens, Nonfiction, Space, Science"
632,0590418858,"Mystery, Fiction, Childrens"
633,030720152X,[]
634,0816728739,[]
635,0865050880,[]
636,0812519655,"Fantasy, Urban Fantasy, Fiction, Mystery, Romance, Paranormal, Adult"
637,0812524853,"Fantasy, Urban Fantasy, Paranormal, Mystery, Fiction, Horror, Magic"
638,0449211770,"Mystery, Fiction, Suspense, Mystery Thriller, Adventure, Cozy Mystery, Novels"
639,193072229X,"Politics, Nonfiction, Activism, Essays, Audiobook"
640,0812521129,"Fantasy, Urban Fantasy, Paranormal, Vampires, Fiction, Mystery, Supernatural"
641,0345251733,"Biography, Nonfiction, LGBT, Film"
642,1400077826,[]
643,0312995431,"Mystery, Fiction, Mystery Thriller, Crime, Audiobook, Contemporary, Romance"
644,0312312628,"Mystery, Fiction, Mystery Thriller, Audiobook, Crime, Romance, Contemporary"
645,0446394521,"Fiction, Humor, Southern, Chick Lit, Historical Fiction, Adult Fiction, Coming Of Age"
646,0590021117,"Classics, Historical Fiction, Childrens, Fiction, Young Adult, Historical, Middle Grade"
647,068484267X,"Nonfiction, Memoir, Biography, Classics, Ireland, Autobiography, Biography Memoir"
648,0553578693,"Mystery, Thriller, Suspense, Fiction, Crime, Mystery Thriller, Romantic Suspense"
649,0380709260,"Childrens, Fiction, Animals, Middle Grade, Cats, Chapter Books, Realistic Fiction"
650,0807565288,"Mystery, Childrens, Fiction, Middle Grade, Animals"
651,0312986769,"Mystery, Fiction, Mystery Thriller, Crime, Thriller, Audiobook, Romance"
652,0345413377,"Fantasy, Young Adult, Fiction, Childrens, Adventure, Science Fiction, Audiobook"
653,0345413369,"Fantasy, Young Adult, Fiction, Childrens, Adventure, Science Fiction, Audiobook"
654,0679893105,"Fantasy, Young Adult, Fiction, Childrens, Adventure, Science Fiction, Middle Grade"
655,0061096091,"Mystery, Crime, Thriller, Fiction"
656,0345369068,"Mystery, Fiction, Historical Fiction, Mystery Thriller, Southern, Suspense, Historical Mystery"
657,0451184718,"Mystery, Fiction, Historical Fiction, Mystery Thriller, Southern, Historical, Audiobook"
658,0449209121,"Mystery, Fiction, Adventure, Cozy Mystery, Audiobook, Espionage, Humor"
659,0060938455,"Nonfiction, Food, Health, Sociology, Politics, History, Science"
660,080411952X,"Romance, Romantic Suspense, Suspense, Military Fiction, Contemporary, Contemporary Romance, Fiction"
661,0060575808,"Fantasy, Young Adult, Middle Grade, Fiction, Fairy Tales, Childrens, Romance"
662,0060558865,"Fantasy, Young Adult, Fiction, Romance, Middle Grade, Childrens, Fairy Tales"
663,0767912918,"Memoir, Nonfiction, Biography, Health, Biography Memoir, Mental Health, Mental Illness"
664,0553298860,"Mystery, Dogs, Cozy Mystery, Animals, Fiction"
665,0385335679,"Fiction, Short Stories, New York, Book Club, Novels, Contemporary, Adult"
666,0440122090,"Fiction, Ireland, Chick Lit, Romance, Historical Fiction, Irish Literature, Contemporary"
667,0671525832,"Romance, Contemporary Romance, Romantic Suspense, Contemporary, Mystery, Fiction, Suspense"
668,0553279572,"Science Fiction, Short Stories, Fiction, Fantasy, Horror, Science Fiction Fantasy, Classics"
669,0061009059,"Mystery, Fiction, Humor, Chick Lit, Romance, Crime, Mystery Thriller"
670,0060930187,"Classics, Fiction, Feminism, Mental Health, Psychology, Literature, Mental Illness"
671,0516076272,[]
672,0679450432,"Mystery, Fiction, Thriller, Crime, Legal Thriller, Mystery Thriller, Suspense"
673,0821775863,"Romance, Suspense, Fiction, Contemporary Romance, Mystery"
674,0821770209,"Romance, Fiction, Contemporary Romance, Mystery, Suspense, Contemporary, Thriller"
675,0670855758,"Mystery, Childrens, Fiction, Crime"
676,0553562819,"Science Fiction, Cyberpunk, Fiction, Short Stories, Anthologies, Fantasy, Science Fiction Fantasy"
677,0446364193,"Mystery, Fiction, Thriller, Crime, Mystery Thriller, Suspense, Detective"
678,0446519138,"Self Help, Nonfiction, Spirituality, Inspirational, Personal Development, Psychology, Philosophy"
679,0425179672,"Fiction, Magical Realism, Mystery, Fantasy, Contemporary, Adult Fiction, Novels"
680,0061042943,"Mystery, Fiction, Thriller, Legal Thriller, Mystery Thriller, Suspense, Crime"
681,0399144463,"Nonfiction, Self Help, Business, Psychology, Leadership, Personal Development, Management"
682,0965404560,"Fiction, Historical Fiction, Classics, Romance, Historical, War, Literary Fiction"
683,006015781X,"Nonfiction, Reference, Trivia, Humor, Science, History, Education"
684,0060930705,"Short Stories, Fiction, Literary Fiction"
685,0312206763,"Chick Lit, Romance, Fiction, Contemporary Romance, Contemporary, British Literature, Audiobook"
686,0316116025,"History, Science, Nonfiction, Technology, History Of Science, Philosophy, Society"
687,0156013967,Short Stories
688,0385314019,"Mystery, Short Stories, Fiction, Anthologies, Crime, Mystery Thriller, Thriller"
689,0743444167,"Fiction, Romance, Humor"
690,0618231617,"Fiction, Contemporary, Novels, Literary Fiction"
691,1567920047,Design
692,0811203220,"Essays, Fiction, Classics, Literature, Philosophy, Short Stories, Novels"
693,1573229148,"Nonfiction, Poetry, Business, Self Help, Philosophy, Spirituality, Personal Development"
694,0787955671,Leadership
695,0425174484,"Memoir, Nonfiction, Biography, Parenting, Spirituality, Autobiography, Book Club"
696,0385496907,"Nonfiction, History, Africa, South Africa, Biography, Politics, Religion"
697,0446523992,"Nonfiction, History, Politics, Essays, Race, Biography, Philosophy"
698,0140185216,"Classics, Fiction, Travel, Literature, Novels, American, Adventure"
699,0684717255,"Philosophy, Religion, Nonfiction, Theology, Spirituality, Judaism, Psychology"
700,0486272745,"Classics, Philosophy, Nonfiction, Politics, History, Literature, Political Science"
701,8807120194,[]
