,ISBN,genres
1123,0440234964,Thriller
1124,0440234964,Romantic Suspense
1125,0446605484,Mystery
1126,0446605484,Fiction
1127,0446605484,Thriller
1128,0446605484,Crime
1129,0446605484,Suspense
1130,0446605484,Mystery Thriller
1131,0446605484,Detective
1132,0446610399,Romance
1133,0446610399,Fiction
1134,0446610399,Chick Lit
1135,0446610399,Contemporary
1136,0446610399,Adult
1137,0446610399,Adult Fiction
1138,0446610399,Contemporary Romance
1139,0449006522,Horror
1140,0449006522,Fiction
1141,0449006522,Thriller
1142,0449006522,Mystery
1143,0449006522,Suspense
1144,0449006522,Adult
1145,0449006522,Mystery Thriller
1146,0449911004,Fiction
1147,0449911004,Chick Lit
1148,0449911004,Humor
1149,0449911004,Adult Fiction
1150,0449911004,Contemporary
1151,0449911004,Book Club
1152,0449911004,Womens Fiction
1153,0451162072,Horror
1154,0451162072,Fiction
1155,0451162072,Thriller
1156,0451162072,Fantasy
1157,0451162072,Audiobook
1158,0451162072,Paranormal
1159,0451162072,Adult
1160,0451186648,Mystery
1161,0451186648,Fiction
1162,0451186648,Mystery Thriller
1163,0451186648,Suspense
1164,0451186648,Adult
1165,0451186648,Thriller
1166,0451186648,Historical Fiction
1167,0452282152,Historical Fiction
1168,0452282152,Fiction
1169,0452282152,Historical
1170,0452282152,Classics
1171,0452282152,Romance
1172,0452282152,Adult
1173,051513290X,Mystery
1174,051513290X,Thriller
1175,0553580388,Fiction
1176,0553580388,Thriller
1177,0553580388,Mystery
1178,0553580388,Suspense
1179,0553580388,Crime
1180,0553580388,Mystery Thriller
1181,0590629719,Childrens
1182,0590629719,Animals
1183,0590629719,Fiction
1184,0590629719,Classics
1185,0671023616,Mystery
1186,0671023616,Crime
1187,0671023616,Fiction
1188,0671023616,Thriller
1189,0671023616,Mystery Thriller
1190,0671023616,Suspense
1191,0671027387,Fiction
1192,0671027387,Thriller
1193,0671027387,Mystery
1194,0671027387,Suspense
1195,0671027387,Mystery Thriller
1196,0671027387,Adventure
1197,0671027387,Crime
1198,0684848783,Nonfiction
1199,0684848783,Memoir
1200,0684848783,Biography
1201,0684848783,Autobiography
1202,0684848783,Ireland
1203,0684848783,Biography Memoir
1204,0743486226,Fiction
1205,0743486226,Mystery
1206,0743486226,Thriller
1207,0743486226,Mystery Thriller
1208,0743486226,Suspense
1209,0743486226,Adventure
1210,0743486226,Crime
1211,0786863986,Nonfiction
1212,0786863986,Memoir
1213,0786863986,Biography
1214,0786863986,Ireland
1215,0786863986,Autobiography
1216,0786863986,Biography Memoir
1217,0786863986,Humor
1218,0803251718,History
1219,0803251718,Nonfiction
1220,0803251718,Biography
1221,0803251718,Biography Memoir
1222,0804117934,Mystery
1223,0804117934,Historical Fiction
1224,0804117934,Fiction
1225,0804117934,Historical
1226,0804117934,Crime
1227,140003180X,Mystery
1228,140003180X,Fiction
1229,140003180X,Crime
1230,140003180X,Cozy Mystery
1231,140003180X,Detective
1232,155874262X,Nonfiction
1233,155874262X,Self Help
1234,155874262X,Inspirational
1235,155874262X,Short Stories
1236,155874262X,Psychology
1237,155874262X,Spirituality
1238,0060987103,Fantasy
1239,0060987103,Fiction
1240,0060987103,Adult
1241,0060987103,Science Fiction Fantasy
1242,0060987103,Adult Fiction
1243,0151008116,Fiction
1244,0151008116,Fantasy
1245,0151008116,Classics
1246,0151008116,Adventure
1247,0151008116,Contemporary
1248,0151008116,Magical Realism
1249,0151008116,Novels
1250,0375704965,Mystery
1251,0375704965,Fiction
1252,0375704965,Crime
1253,0375704965,Thriller
1254,0375704965,Mystery Thriller
1255,0375704965,British Literature
1256,0375704965,Suspense
1257,0525947647,Politics
1258,0525947647,Nonfiction
1259,0525947647,Humor
1260,0525947647,Comedy
1261,0525947647,History
1262,0525947647,Audiobook
1263,0804111359,Fiction
1264,0804111359,Mystery
1265,0804111359,Contemporary
1266,0804111359,Classics
1267,0804111359,Thriller
1268,0804111359,Literary Fiction
1269,0804111359,Mystery Thriller
1270,1558744150,Nonfiction
1271,1558744150,Inspirational
1272,1558744150,Self Help
1273,1558744150,Short Stories
1274,1558744150,Spirituality
1275,1558744150,Womens
1276,1558744150,Christian
1277,0316782505,Fiction
1278,0316782505,Historical Fiction
1279,0316782505,Mystery
1280,0316782505,Contemporary
1281,0316782505,Historical
1282,0316782505,Chick Lit
1283,0316782505,Adult Fiction
1284,006102063X,Fantasy
1285,006102063X,Fiction
1286,006102063X,Humor
1287,006102063X,Comedy
1288,006102063X,Science Fiction Fantasy
1289,006102063X,Audiobook
1290,006102063X,Magic
1291,0060013117,Fantasy
1292,0060013117,Fiction
1293,0060013117,Humor
1294,0060013117,Comedy
1295,0060013117,Science Fiction Fantasy
1296,0060013117,Audiobook
1297,0060199563,Fantasy
1298,0060199563,Fiction
1299,0060199563,Humor
1300,0060199563,Comedy
1301,0060199563,Science Fiction Fantasy
1302,0060199563,Audiobook
1303,006052779X,Classics
1304,006052779X,Childrens
1305,006052779X,Fiction
1306,006052779X,Fantasy
1307,006052779X,Young Adult
1308,006052779X,Animals
1309,006052779X,Middle Grade
1310,0060563079,Classics
1311,0060563079,Fantasy
1312,0060563079,Fiction
1313,0060563079,Childrens
1314,0060563079,Adventure
1315,0060563079,Young Adult
1316,0060563079,Middle Grade
1317,0060809027,Classics
1318,0060809027,Fiction
1319,0060809027,Animals
1320,0060809027,Young Adult
1321,0060809027,Childrens
1322,0060809027,Middle Grade
1323,0061040967,Fantasy
1324,0061040967,Fiction
1325,0061040967,Humor
1326,0061040967,Comedy
1327,0061040967,Science Fiction Fantasy
1328,0061040967,Magic
1329,0061050474,Fantasy
1330,0061050474,Fiction
1331,0061050474,Humor
1332,0061050474,Comedy
1333,0061050474,Science Fiction Fantasy
1334,0061050474,Audiobook
1335,0061050474,Novels
1336,0061052515,Fantasy
1337,0061052515,Fiction
1338,0061052515,Humor
1339,0061052515,Comedy
1340,0061052515,Science Fiction Fantasy
1341,0061052515,Audiobook
1342,0061052523,Fantasy
1343,0061052523,Fiction
1344,0061052523,Humor
1345,0061052523,Comedy
1346,0061052523,Science Fiction Fantasy
1347,0061052523,Audiobook
1348,0061052523,Magic
1349,0064472264,Young Adult
1350,0064472264,Fiction
1351,0064472264,Humor
1352,0064472264,Chick Lit
1353,0064472264,Romance
1354,0064472264,Contemporary
1355,0140620664,Classics
1356,0140620664,Fiction
1357,0140620664,Romance
1358,0140620664,Historical Fiction
1359,0140620664,Literature
1360,0140620664,Historical
1361,0140620664,19th Century
1362,0312148267,Classics
1363,0312148267,Fiction
1364,0312148267,Childrens
1365,0312148267,Fantasy
1366,0312148267,Animals
1367,0312148267,Young Adult
1368,0312148267,Adventure
1369,0312156960,Historical Fiction
1370,0312156960,Fantasy
1371,0312156960,Fiction
1372,0312156960,Historical
1373,0312890044,Fantasy
1374,0312890044,Urban Fantasy
1375,0312890044,Fiction
1376,0312890044,Science Fiction Fantasy
1377,0312890044,Canada
1378,0312890044,Adult
1379,0312890044,Young Adult
1380,034543191X,Fantasy
1381,034543191X,Classics
1382,034543191X,Fiction
1383,034543191X,High Fantasy
1384,034543191X,Science Fiction Fantasy
1385,034543191X,Romance
1386,0373836023,Romance
1387,0373836023,Historical Fiction
1388,0373836023,Historical Romance
1389,0373836023,Historical
1390,0373836023,Fiction
1391,0375751513,Classics
1392,0375751513,Fiction
1393,0375751513,Horror
1394,0375751513,Fantasy
1395,0375751513,Literature
1396,0375751513,Novels
1397,0375801677,Childrens
1398,0375801677,Fiction
1399,0375801677,Science Fiction
1400,0375801677,Fantasy
1401,0375801677,Classics
1402,0375801677,Novels
1403,0375801677,Middle Grade
1404,0375814248,Childrens
1405,0375814248,Fantasy
1406,0375814248,Fiction
1407,0375814248,Classics
1408,0375814248,Young Adult
1409,0375814248,Middle Grade
1410,0375814248,Adventure
1411,0375823352,Fantasy
1412,0375823352,Young Adult
1413,0375823352,Fiction
1414,0375823352,Childrens
1415,0375823352,Adventure
1416,0375823352,Science Fiction
1417,0375823352,Audiobook
1418,037582345X,Fantasy
1419,037582345X,Young Adult
1420,037582345X,Fiction
1421,037582345X,Childrens
1422,037582345X,Adventure
1423,037582345X,Science Fiction
1424,037582345X,Middle Grade
1425,0375823468,Fantasy
1426,0375823468,Young Adult
1427,0375823468,Fiction
1428,0375823468,Childrens
1429,0375823468,Adventure
1430,0375823468,Science Fiction
1431,0375823468,Audiobook
1432,0380730448,Fiction
1433,0380730448,Humor
1434,0380730448,Young Adult
1435,0380730448,British Literature
1436,0380730448,Comedy
1437,0380730448,Childrens
1438,0380730448,Coming Of Age
1439,0380973839,Science Fiction
1440,0380973839,Fiction
1441,0380973839,Classics
1442,0380973839,Short Stories
1443,0380973839,Fantasy
1444,0380973839,Science Fiction Fantasy
1445,0380973839,Audiobook
1446,0385327773,Fantasy
1447,0385327773,Young Adult
1448,0385327773,Fiction
1449,0385327773,Historical Fiction
1450,0394586239,Fiction
1451,0394586239,Historical Fiction
1452,0394586239,Romance
1453,0394586239,Classics
1454,0394586239,Mystery
1455,0394586239,Historical
1456,0394586239,Literary Fiction
1457,0439510112,Young Adult
1458,0439510112,Fiction
1459,0439510112,Romance
1460,0439510112,Contemporary
1461,0439510112,Realistic Fiction
1462,0439510112,Coming Of Age
1463,0440241413,Chick Lit
1464,0440241413,Fiction
1465,0440241413,Romance
1466,0440241413,Contemporary
1467,0440241413,Humor
1468,0440241413,Adult
1469,0440241413,Adult Fiction
1470,0451409256,Chick Lit
1471,0451409256,Fiction
1472,0451409256,Romance
1473,0451409256,Contemporary
1474,0451409256,Contemporary Romance
1475,0451409256,Adult
1476,0451409256,Novels
1477,0451523415,Classics
1478,0451523415,Fiction
1479,0451523415,Historical Fiction
1480,0451523415,Young Adult
1481,0451523415,Romance
1482,0451523415,Historical
1483,0451523415,Literature
1484,0451526341,Classics
1485,0451526341,Fiction
1486,0451526341,Fantasy
1487,0451526341,Politics
1488,0451526341,Literature
1489,0451526341,School
1490,0553280589,Fiction
1491,0553280589,Magical Realism
1492,0553280589,Historical Fiction
1493,0553280589,Classics
1494,0553280589,Romance
1495,0571197639,Fiction
1496,0571197639,Historical Fiction
1497,0571197639,Classics
1498,0571197639,Historical
1499,0571197639,Literary Fiction
1500,0571197639,Literature
1501,0670035262,Fantasy
1502,0670035262,Short Stories
1503,0670035262,Fiction
1504,0670035262,Young Adult
1505,0679423079,Classics
1506,0679423079,Fiction
1507,0679423079,Literature
1508,0679423079,19th Century
1509,0679423079,Historical Fiction
1510,0679423079,British Literature
1511,0679751343,Fiction
1512,0679751343,Historical Fiction
1513,0679751343,Short Stories
1514,0679751343,Historical
1515,0679751343,Literary Fiction
1516,0679751343,Novels
1517,0679751343,Contemporary
1518,0684833395,Classics
1519,0684833395,Fiction
1520,0684833395,Historical Fiction
1521,0684833395,War
1522,0684833395,Humor
1523,0684833395,Literature
1524,0684833395,Novels
1525,0743245024,Classics
1526,0743245024,Fiction
1527,0743245024,Historical Fiction
1528,0743245024,British Literature
1529,0743245024,Literature
1530,0743245024,Romance
1531,0743245024,Historical
1532,0749748001,Fantasy
1533,0749748001,Childrens
1534,0749748001,Classics
1535,0749748001,Fiction
1536,0749748001,Adventure
1537,0749748001,Middle Grade
1538,0749748001,Magic
1539,0749748028,Fantasy
1540,0749748028,Childrens
1541,0749748028,Classics
1542,0749748028,Fiction
1543,0749748028,Adventure
1544,0749748028,Magic
1545,0749748028,Young Adult
1546,0963094424,Fantasy
1547,0963094424,Short Stories
1548,0963094424,Fiction
1549,0963094424,Poetry
1550,0963094424,Horror
1551,0963094424,Urban Fantasy
1552,1401201172,Fantasy
1553,1401201172,Fiction
1554,1401201172,Science Fiction
1555,1563892278,Fantasy
1556,1563892278,Fiction
1557,1563892278,Horror
1558,1563898586,Fantasy
1559,1563898586,Fiction
1560,1563898586,Science Fiction
1561,156971620X,Fantasy
1562,156971620X,Fiction
1563,156971620X,Short Stories
1564,156971620X,Horror
1565,1592571301,Nonfiction
1566,0374270325,Fiction
1567,0374270325,Literature
1568,0374270325,Novels
1569,0374270325,Philosophy
1570,0374270325,Contemporary
1571,0374270325,Literary Fiction
1572,0374270325,Classics
1573,0375719180,Fiction
1574,0375719180,Coming Of Age
1575,0375719180,Contemporary
1576,0375719180,Novels
1577,0375719180,Book Club
1578,0375719180,Literary Fiction
1579,0375719180,Historical Fiction
1580,0440235502,Nonfiction
1581,0440235502,Memoir
1582,0440235502,Biography
1583,0440235502,Science
1584,0440235502,History
1585,0440235502,Biography Memoir
1586,044023722X,Fiction
1587,044023722X,Mystery
1588,044023722X,Historical Fiction
1589,044023722X,Thriller
1590,044023722X,Suspense
1591,044023722X,Novels
1592,044023722X,Historical
1593,1573225487,Fiction
1594,1573225487,Religion
1595,1573225487,Coming Of Age
1596,1573225487,Historical Fiction
1597,1573225487,Novels
1598,1853260673,Classics
1599,1853260673,Fiction
1600,1853260673,Romance
1601,1853260673,Historical Fiction
1602,1853260673,19th Century
1603,1853260673,Literature
1604,0060977477,Nonfiction
1605,0060977477,History
1606,0060977477,Adventure
1607,0060977477,Biography
1608,0060977477,Historical
1609,0345391691,Religion
1610,0345391691,History
1611,0345391691,Nonfiction
1612,0345391691,Philosophy
1613,0345391691,Spirituality
1614,0520011171,Poetry
1615,0520011171,Classics
1616,0520011171,LGBT
1617,0520011171,Queer
1618,0520011171,History
1619,0553278746,Science Fiction
1620,0553278746,Fiction
1621,0553278746,Fantasy
1622,0553278746,Science Fiction Fantasy
1623,0670856045,Fiction
1624,0670856045,Contemporary
1625,0670856045,Book Club
1626,0670856045,School
1627,0670856045,Literary Fiction
1628,0670856045,Novels
1629,0670856045,Literature
1630,0872200760,Philosophy
1631,0872200760,Classics
1632,0872200760,Nonfiction
1633,0872200760,School
1634,0872200760,History
1635,0937858994,Nonfiction
1636,0937858994,Childrens
1637,0937858994,Science
1638,0937858994,Self Help
1639,0671649949,Fiction
1640,0671649949,LGBT
1641,0671649949,Queer
1642,0671649949,Humor
1643,0671649949,Contemporary
1644,0590431110,Historical Fiction
1645,0590431110,Fiction
1646,0590431110,Childrens
1647,0590431110,Historical
1648,0064470113,Realistic Fiction
1649,0553571486,Young Adult
1650,0553571486,Fiction
1651,0553571486,Romance
1652,0553571486,Contemporary
1653,0553571486,Christian Fiction
1654,0553571486,Christian
1655,0312963009,Fiction
1656,0312963009,Science Fiction
1657,0312963009,Thriller
1658,0312963009,Adventure
1659,0312963009,Horror
1660,0312963009,Fantasy
1661,0345430476,Horror
1662,0345430476,Fiction
1663,0345430476,Thriller
1664,0345435869,Fantasy
1665,0345435869,Fiction
1666,0345435869,High Fantasy
1667,0345435869,Science Fiction Fantasy
1668,0345435869,Reference
1669,0345435869,Magic
1670,0380728729,Nonfiction
1671,0380728729,Humor
1672,0380728729,Comedy
1673,0380728729,Biography
1674,0380728729,Memoir
1675,0380728729,Biography Memoir
1676,038081840X,Fantasy
1677,038081840X,Short Stories
1678,038081840X,Fiction
1679,038081840X,Urban Fantasy
1680,0449912302,Humor
1681,0449912302,Nonfiction
1682,0449912302,Comedy
1683,0449912302,Essays
1684,0449912302,Audiobook
1685,055329198X,Horror
1686,055329198X,Fantasy
1687,0671018930,Fantasy
1688,0671018930,Fiction
1689,0671018930,Christian Fiction
1690,0812541642,Horror
1691,0812541642,Thriller
1692,0812541642,Science Fiction
1693,0812541642,Fiction
1694,0812541642,Mystery Thriller
1695,0812541642,Fantasy
1696,0812541642,Science Fiction Fantasy
1697,0312988699,Mystery
1698,0312988699,Fiction
1699,0312988699,Suspense
1700,0312988699,Crime
1701,0312988699,Mystery Thriller
1702,0486282112,Classics
1703,0486282112,Fiction
1704,0486282112,Horror
1705,0486282112,Science Fiction
1706,0486282112,Fantasy
1707,0486282112,School
1708,0670815373,Science Fiction
1709,0670815373,Young Adult
1710,0670815373,Childrens
1711,0670815373,Science Fiction Fantasy
1712,0385313748,Mystery
1713,0385313748,Fiction
1714,0385313748,Crime
1715,0385313748,Historical Fiction
1716,0385313748,Mystery Thriller
1717,0385313748,Historical
1718,0385313748,Action
1719,1575843366,Childrens
1720,0684193957,Mystery
1721,0684193957,Crime
1722,0684193957,Fiction
1723,0684193957,Thriller
1724,0684193957,Mystery Thriller
1725,0684193957,Suspense
1726,0345371984,Nonfiction
1727,0345371984,Science
1728,0345371984,Travel
1729,0345371984,Humor
1730,0345371984,Animals
1731,0380730138,Fiction
1732,0380730138,Contemporary
1733,0380730138,Historical Fiction
1734,0380730138,Adult Fiction
1735,0380730138,Family
1736,0380730138,Literary Fiction
1737,0380730138,Adult
1738,1573228737,Historical Fiction
1739,1573228737,Fiction
1740,1573228737,LGBT
1741,1573228737,Historical
1742,1573228737,Queer
1743,1573228737,Mystery
1744,9681500555,Classics
1745,9681500555,Nonfiction
1746,9681500555,History
1747,9681500555,Biography
1748,9681500555,Memoir
1749,9681500555,Historical
1750,0380711109,Nonfiction
1751,0380711109,Essays
1752,0380711109,Memoir
1753,0380711109,Science
1754,0452283914,Politics
1755,0452283914,Nonfiction
1756,0452283914,History
1757,0425120279,Fiction
1758,0425120279,Thriller
1759,0425120279,Mystery
1760,0425120279,Suspense
1761,0425120279,Adventure
1762,067153484X,Historical Romance
1763,067153484X,Romance
1764,067153484X,Historical
1765,067153484X,Fiction
1766,067153484X,Suspense
1767,067153484X,Historical Fiction
1768,0380728273,Mystery
1769,0380728273,Fiction
1770,0380728273,Mystery Thriller
1771,0380728273,Crime
1772,0380728273,Thriller
1773,0380728273,Suspense
1774,0380728273,Audiobook
1775,8484509141,Nonfiction
1776,8484509141,Memoir
1777,8484509141,Biography
1778,8484509141,Reference
1779,8484509141,Audiobook
1780,8484509141,Autobiography
1781,0446606197,Mystery
1782,0446606197,Fiction
1783,0446606197,Mystery Thriller
1784,0446606197,Cozy Mystery
1785,0446606197,Southern
1786,0446606197,Suspense
1787,0446606197,Audiobook
1788,1559703237,Fiction
1789,1559703237,Short Stories
1790,1559703237,Essays
1791,1559703237,Literature
1792,1559703237,American
1793,1559703237,Novels
1794,1559703237,Literary Fiction
1795,3596214629,Classics
1796,3596214629,Fiction
1797,3596214629,Young Adult
1798,3596214629,School
1799,3596214629,Literature
1800,0062770500,Travel
1801,0671847546,Travel
1802,0671847546,Nonfiction
1803,0060188731,Fiction
1804,0060188731,Contemporary
1805,0060188731,Literary Fiction
1806,0060188731,Book Club
1807,0060188731,Novels
1808,0060188731,Historical Fiction
1809,0140374248,Childrens
1810,0140374248,Fantasy
1811,0140374248,Fiction
1812,0140374248,Classics
1813,0140374248,Young Adult
1814,0140374248,Middle Grade
1815,0140374248,Adventure
1816,0142001740,Fiction
1817,0142001740,Historical Fiction
1818,0142001740,Young Adult
1819,0142001740,Classics
1820,0142001740,Historical
1821,0142001740,Contemporary
1822,0142001740,Adult Fiction
1823,0312995423,Fiction
1824,0312995423,Thriller
1825,0312995423,Mystery
1826,0312995423,Suspense
1827,0312995423,Mystery Thriller
1828,0312995423,Crime
1829,0312995423,Science Fiction
1830,0380704587,Fiction
1831,0380704587,Historical Fiction
1832,0380704587,Romance
1833,0380704587,Historical
1834,0380704587,Historical Romance
1835,0380704587,Novels
1836,0380815923,Fiction
1837,0380815923,Magical Realism
1838,0380815923,France
1839,0380815923,Contemporary
1840,0380815923,Romance
1841,0380815923,Fantasy
1842,0380815923,Novels
1843,0385416342,Fiction
1844,0385416342,Thriller
1845,0385416342,Mystery
1846,0385416342,Crime
1847,0385416342,Legal Thriller
1848,0385416342,Suspense
1849,0385416342,Mystery Thriller
1850,0385418493,History
1851,0385418493,Nonfiction
1852,0385418493,Ireland
1853,0385418493,Historical
1854,0385418493,Religion
1855,038542471X,Fiction
1856,038542471X,Thriller
1857,038542471X,Mystery
1858,038542471X,Crime
1859,038542471X,Suspense
1860,038542471X,Legal Thriller
1861,038542471X,Mystery Thriller
1862,0425098109,Science Fiction
1863,0449005410,Fiction
1864,0449005410,Animals
1865,0449005410,Contemporary
1866,0449005410,Literary Fiction
1867,0449005410,Novels
1868,0449202631,Mystery
1869,0449202631,Fiction
1870,0449202631,Thriller
1871,0449202631,Crime
1872,0449202631,Suspense
1873,0449202631,Mystery Thriller
1874,0449202631,British Literature
1875,0449207544,Mystery
1876,0449207544,Fiction
1877,0449207544,Thriller
1878,0449207544,Crime
1879,0449207544,Mystery Thriller
1880,0449207544,Suspense
1881,0449207544,British Literature
1882,0515128554,Romance
1883,0515128554,Contemporary Romance
1884,0515128554,Fiction
1885,0515128554,Fantasy
1886,0515128554,Contemporary
1887,0515128554,Paranormal
1888,0515128554,Ireland
1889,0517577402,Science Fiction
1890,0517577402,Fiction
1891,0517577402,Humor
1892,0517577402,Fantasy
1893,0517577402,Comedy
1894,0517577402,Science Fiction Fantasy
1895,0517577402,Classics
1896,0590450875,Childrens
1897,0590450875,Nonfiction
1898,0590450875,Reference
1899,0590450875,Mystery
1900,0590481371,Childrens
1901,0590481371,Nonfiction
1902,0590481371,Horror
1903,067103619X,Romance
1904,067103619X,Fiction
1905,067103619X,Chick Lit
1906,067103619X,Contemporary Romance
1907,067103619X,Contemporary
1908,067103619X,Womens Fiction
1909,067103619X,Adult
1910,0684177730,Mystery
1911,0684177730,Fiction
1912,0684177730,Crime
1913,0684177730,Mystery Thriller
1914,0684177730,Detective
1915,0684177730,British Literature
1916,0684177730,Thriller
1917,0743411269,Romance
1918,0743411269,Fiction
1919,0743411269,Chick Lit
1920,0743411269,Contemporary
1921,0743411269,Mystery
1922,0743411269,Drama
1923,0743411269,Contemporary Romance
1924,0743470389,Mystery
1925,0743470389,Fiction
1926,0743470389,LGBT
1927,0743470389,Thriller
1928,0743470389,Horror
1929,0743470389,Mystery Thriller
1930,076218857X,Mystery
1931,076218857X,Fiction
1932,076218857X,Detective
1933,076218857X,Crime
1934,076218857X,Mystery Thriller
1935,076218857X,Audiobook
1936,076218857X,Classics
1937,0767905938,Memoir
1938,0767905938,Nonfiction
1939,0767905938,Biography
1940,0767905938,Womens
1941,0767905938,Self Help
1942,0767905938,Biography Memoir
1943,0767905938,Autobiography
1944,0800706544,Religion
1945,0800706544,Christian
1946,0801096677,Biography
1947,0849953014,Christian
1948,0849953014,Religion
1949,0891091963,Christian
1950,0891091963,Nonfiction
1951,0891091963,Psychology
1952,0891091963,Spirituality
1953,0915811537,Memoir
1954,0915811537,Nonfiction
1955,0915811537,Psychology
1956,0927545373,Nonfiction
1957,0927545373,Christian
1958,0927545373,Religion
1959,1880185008,Christian
1960,1880185008,Nonfiction
1961,0140345809,Young Adult
1962,0140345809,Science Fiction
1963,0140345809,Fiction
1964,0140345809,Horror
1965,0140345809,Fantasy
1966,0156528207,Classics
1967,0156528207,Fiction
1968,0156528207,Fantasy
1969,0156528207,Childrens
1970,0156528207,France
1971,0156528207,Philosophy
1972,0156528207,Young Adult
1973,0380012863,Fiction
1974,0380012863,Classics
1975,0380012863,Philosophy
1976,0380012863,Fantasy
1977,0380012863,Spirituality
1978,0380012863,Inspirational
1979,0380012863,Self Help
1980,0451154916,Reference
1981,0451154916,Nonfiction
1982,0785815147,Nonfiction
1983,0785815147,Spirituality
1984,0785815147,Religion
1985,0875421288,Nonfiction
1986,0875421288,Reference
1987,0875421288,Spirituality
1988,0875421288,Magic
1989,1567184294,Religion
1990,1567184294,Reference
1991,1567184294,Nonfiction
1992,156718796X,Nonfiction
1993,156718796X,Spirituality
1994,1862047626,Nonfiction
1995,0020437501,Childrens
1996,0020437501,Animals
1997,0020437501,Fiction
1998,0020437501,Classics
1999,0020437501,Humor
2000,0198320264,Classics
2001,0198320264,Fiction
2002,0198320264,Drama
2003,0198320264,School
2004,0198320264,Historical Fiction
2005,0373196989,Contemporary Romance
2006,0373196989,Romance
2007,0373245580,Romance
2008,0373245580,Contemporary Romance
2009,0373245580,Contemporary
2010,0451527747,Classics
2011,0451527747,Fantasy
2012,0451527747,Fiction
2013,0451527747,Childrens
2014,0451527747,Young Adult
2015,0451527747,Literature
2016,0451527747,Adventure
2017,0671867113,Mystery
2018,0671867113,Fiction
2019,0671867113,Suspense
2020,0671867113,Thriller
2021,0671867113,Mystery Thriller
2022,0671867113,Crime
2023,0671867113,Adult
2024,0812504208,Classics
2025,0812504208,Fiction
2026,0812504208,Adventure
2027,0812504208,Historical Fiction
2028,0812504208,Young Adult
2029,0812504208,Literature
2030,0812504208,Childrens
2031,0060173289,Fiction
2032,0060173289,Chick Lit
2033,0060173289,Contemporary
2034,0060173289,Adult Fiction
2035,0060173289,Southern
2036,0060173289,Adult
2037,0060173289,Historical Fiction
2038,0060973897,Nonfiction
2039,0060973897,Memoir
2040,0060973897,History
2041,0060973897,Biography
2042,0060973897,Biography Memoir
2043,0060973897,Feminism
2044,0060973897,Autobiography
2045,006101351X,Nonfiction
2046,006101351X,History
2047,006101351X,Adventure
2048,006101351X,Biography
2049,006101351X,Historical
2050,0140104682,History
2051,0140104682,Politics
2052,0140104682,Nonfiction
2053,0140104682,Feminism
2054,0140104682,Family
2055,0312143370,Humor
2056,0312143370,Essays
2057,0312143370,Politics
2058,0312143370,Nonfiction
2059,0312143370,Comedy
2060,0312143370,Southern
2061,0316666343,Fiction
2062,0316666343,Mystery
2063,0316666343,Young Adult
2064,0316666343,Contemporary
2065,0316666343,Fantasy
2066,0316666343,Crime
2067,0316666343,Thriller
2068,039456894X,Fiction
2069,039456894X,Novels
2070,039456894X,Literature
2071,039456894X,Travel
2072,039456894X,Humor
2073,039456894X,Contemporary
2074,039456894X,Literary Fiction
2075,0440224675,Horror
2076,0440224675,Fiction
2077,0440224675,Thriller
2078,0440224675,Crime
2079,0440224675,Mystery
2080,0440224675,Mystery Thriller
2081,0440224675,Suspense
2082,0449002632,Historical Fiction
2083,0449002632,Fiction
2084,0449002632,Historical
2085,0449002632,British Literature
2086,0449002632,Novels
2087,0449002632,Travel
2088,0449213773,Fiction
2089,0449213773,Canada
2090,0449213773,Literary Fiction
2091,0449213773,Contemporary
2092,0449213773,Novels
2093,0449213773,Literature
2094,0452279690,Fiction
2095,0452279690,Queer
2096,0452279690,Novels
2097,0452279690,Southern
2098,0452279690,LGBT
2099,0452279690,Contemporary
2100,0452279690,Literary Fiction
2101,0553569058,Fiction
2102,0553569058,Canada
2103,0553569058,Contemporary
2104,0553569058,Literary Fiction
2105,0553569058,Feminism
2106,0553569058,Literature
2107,0553569058,Novels
2108,0679427430,Nonfiction
2109,0679427430,Memoir
2110,0679427430,Poetry
2111,0679427430,Biography
2112,0679427430,Essays
2113,0679427430,Autobiography
2114,0679725393,Classics
2115,0679725393,Fiction
2116,0679725393,Historical Fiction
2117,0679725393,Literature
2118,0679725393,American
2119,0679725393,Novels
2120,0802114369,Nonfiction
2121,0802114369,Memoir
2122,0802114369,History
2123,0802114369,Biography Memoir
2124,0802114369,Biography
2125,0803233019,History
2126,0803233019,Nonfiction
2127,0803233019,Biography
2128,0803233019,Memoir
2129,0803233019,Religion
2130,0803233019,Spirituality
2131,0803233019,Philosophy
2132,0940322978,Fiction
2133,0940322978,20th Century
2134,0940322978,Comedy
2135,0940322978,Literary Fiction
2136,0940322978,Literature
2137,1579651658,Politics
2138,1579651658,Nonfiction
2139,1878424319,Self Help
2140,1878424319,Nonfiction
2141,1878424319,Spirituality
2142,1878424319,Philosophy
2143,1878424319,Psychology
2144,1878424319,Inspirational
2145,8440616252,Fiction
2146,8440616252,Womens
2147,8478097732,Fiction
2148,8478800336,Humor
2149,8478800336,Fiction
2150,8478800336,Feminism
2151,8478884963,Fiction
2152,8478884963,Chick Lit
2153,8478884963,Romance
2154,8478884963,Ireland
2155,8478884963,Contemporary
2156,8478884963,Adult Fiction
2157,0600586898,Biography
2158,1853260622,Classics
2159,1853260622,Fiction
2160,1853260622,Historical Fiction
2161,1853260622,Literature
2162,1853260622,War
2163,0060804157,Psychology
