ISBN,title,desc,price,publisher_id,published_year,image
0345378490,Congo,"Deep in the heart of the darkest region of the Congo, near the legendary ruins of the Lost City of Zinj, an eight-person field expedition dies mysteriously and brutally in a matter of minutes.Ten thousand miles away, at the Houston-based Earth Resources Technology Services, Inc., supervisor Karen Ross—watches a gruesome video transmission of that ill-fated team: a camp destroyed, tents crushed and torn, equipment scattered in the mud alongside bodies…and the grainy, moving image of a dark, blurred shape.In San Francisco, primatologist Peter Elliot works with Amy, an extraordinary gorilla with a 620 “sign” vocabulary and a fondness for finger painting. Her recent drawing matches, with stunning accuracy, the frayed, brittle pages of a Portuguese print dating back to 1642…a drawing of the ancient lost city.Immediately, a new expedition is sent into the Congo, descending into a secret world where the only way out may be through the grisliest death…",45,24,1995,https://images-na.ssl-images-amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg
0345404793,Protect and Defend,"On a cold day in January President Kerry Kilcannon takes the oath of office-- and within days makes his first, most important move: appointing a new Chief Justice of the Supreme Court. Kilcannons choice is a female judge with a brilliant record. And a secret. While the Senate spars over Caroline Masters nomination, an inflammatory abortion rights case is making its way toward the judge--and will explode into the headlines. Suddenly, the most divisive issue in America turns the Presidents nomination into all-out war. And from Judge Masters to a conservative, war-hero senator facing a crisis of conscience and a fifteen-year-old girl battling for her future, no one will be safe. Protect and Defend takes us on a riveting journey between what is legal, what is right . . . and the price of finally knowing the difference.",25,24,2001,https://images-na.ssl-images-amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg
0345433173,The Tall Pine Polka,"This is an introduction to the rocks that form the landscape around us, as well as the fossils that many of them contain. Readers can discover how to identify different rocks, and how they have formed over thousands of years. They can also find out how fossils form and how to recognize them. Fun projects, such as collecting fossils, allow children to investigate the subject close up.",80,24,1999,https://images-na.ssl-images-amazon.com/images/P/0345433173.01.LZZZZZZZ.jpg
0449006522,Manhattan Hunt Club,"Falsely convicted of a brutal crime, college student Jeff Converse sees his future vanishing before his eyes. But someone has other plans for Jeff, in a far deadlier place than any penitentiary. Jeff finds himself beneath the teeming streets of Manhattan, in a hidden landscape of twisting tunnels and forgotten subterranean chambers. Here, an invisible population of the homeless, the desperate, and the mad has carved out its own shadow society. But they are not alone. For someone has made this forsaken civilization a private killing ground. Now, with no weapon but his wits, and an unimaginable threat lurking around every dark corner, Jeff must somehow move heaven and earth to escape from a living hell. . . .",20,24,2002,https://images-na.ssl-images-amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg
0449911004,Patty Jane's House of Curl (Ballantine Reader's Circle),"Patty Jane Dobbin should have known better than to marry a man as gorgeous as Thor Rolvaag, but she was too smitten to think twice. Yet nine months into their marriage, with a baby on the way, Thor is gone. It’s a good thing Patty Jane has her irrepressible sister, Harriet, to rely on. For it’s been said that a fine haircut can cure any number of ills, and before long the Minnesota sisters have opened a neighborhood beauty parlor complete with live harp music and an endless supply of delicious Norwegian baked goods. It’s a wonderful, warmhearted place where you can count on good friends, lots of laughter, tears, and comfort when you need it—and the unmistakable scent of somebody getting a permanent wave. . . .",60,24,1996,https://images-na.ssl-images-amazon.com/images/P/0449911004.01.LZZZZZZZ.jpg
0804111359,Secret History,"Storytelling in the grand manner, The Secret History is a debut remarkable for its hypnotic erudition and acute psychological suspense, and for the richness of its emotions, ideas, and language. These are the confessions, years afterward, of a young man who found at a small Vermont college the life of privilege and intellect hed long coveted - and rarely has the glorious experience of youth infatuated with knowledge and with itself been so achingly realized. Then, amazed, Richard Papen is drawn into the ultimate inner circle: five students, worldly and self-assured, selected by a charismatic classics professor to participate in the search for truth and beauty. Together they study the mysteries of ancient Greek culture and spend long weekends at an old country house, reading, boating, basking in an Indian summer that stretches late into autumn. Mesmerized by his new comrades, Richard is unaware of the crime which they have committed in his dreamy, unwitting presence. But once taken into their confidence, he and the others slowly and inevitably begin to believe in the necessity of murdering the one classmate and friend who might betray both their secret and their future. Hugely ambitious and compulsively readable, this is a chronicle of deception and complicity, of Dionysian abandon, of innocence corrupted by self-love and moral arrogance; and, finally, it is a story of guilt and responsibility. An astonishing achievement by any standard, The Secret History immediately establishes Donna Tartt as a supremely gifted novelist.",20,24,1993,https://images-na.ssl-images-amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg
0345391691,The Battle for God,"In our supposedly secular age governed by reason and technology, fundamentalism has emerged as an overwhelming force in every major world religion. Why? This is the fascinating, disturbing question that bestselling author Karen Armstrong addresses in her brilliant new book The Battle for God. Writing with the broad perspective and deep understanding of human spirituality that won huge audiences for A History of God, Armstrong illuminates the spread of militant piety as a phenomenon peculiar to our moment in history.Contrary to popular belief, fundamentalism is not a throwback to some ancient form of religion but rather a response to the spiritual crisis of the modern world. As Armstrong argues, the collapse of a piety rooted in myth and cult during the Renaissance forced people of faith to grasp for new ways of being religious--and fundamentalism was born. Armstrong focuses here on three fundamentalist movements: Protestant fundamentalism in America, Jewish fundamentalism in Israel, and Islamic fundamentalism in Egypt and Iran--exploring how each has developed its own unique way of combating the assaults of modernity.Blending history, sociology, and spirituality, The Battle for God is a compelling and compassionate study of a radical form of religious expression that is critically shaping the course of world history.",75,24,2001,https://images-na.ssl-images-amazon.com/images/P/0345391691.01.LZZZZZZZ.jpg
0345430476,A Small Dark Place,"Stephen King meets Billy Wilder (especially the directors darkly cynical film Ace in the Hole, starring Kirk Douglas) in this smart and stylish debut thriller from screenwriter, cartoonist, and art director Martin Schenk. In an attempt to cash in on some national publicity, a desperate couple in Wishbone, Kansas, stage a terrifying accident involving their young daughter. It backfires, bringing down a storm of retribution on the family and the town. Not surprisingly, the screen rights to Schenks extremely cinematic book have been sold. ",60,24,1999,https://images-na.ssl-images-amazon.com/images/P/0345430476.01.LZZZZZZZ.jpg
0449912302,Dave Barry in Cyberspace,"RELENTLESSLY FUNNY . . . BARRY SHINES.--People A self-professed computer geek who actually does Windows 95, bestselling humorist Dave Barry takes us on a hilarious hard drive via the information superhighway--and into the very heart of cyberspace, asking the provocative question: If God had wanted us to be concise, why give us so many fonts?Inside youll find juicy bytes onHow to Buy and Set Up a Computer; Step One: Get ValiumNerdstock in the Desert; Or: Bill Gates Is ElvisSoftware: Making Your Computer Come Alive So It Can Attack YouWord Processing: How to Press an Enormous Number of Keys Without Ever Actually Writing AnythingSelected Web Sites, including Cursing in Swedish, Deformed Frog Pictures, and The Toilets of Melbourne, AustraliaAnd much, much more!VERY FUNNY . . . After a day spent staring at a computer monitor, think of the book as a kind of screen saver for your brain.--New York Times Book Review",40,24,1997,https://images-na.ssl-images-amazon.com/images/P/0449912302.01.LZZZZZZZ.jpg
0345371984,Last Chance to See,"Join author Douglas Adams and zoologist Mark Carwardine as they take off around the world in search of exotic, endangered creatures.",30,24,1992,https://images-na.ssl-images-amazon.com/images/P/0345371984.01.LZZZZZZZ.jpg
0449005410,Horse Heaven (Ballantine Reader's Circle),"Haunting, exquisite Rosalind Maybrick, wife of a billionaire owner, one day cant quite decide what it is she wants, and discovers too late that her whole life is transformed . . . Twenty-year-old Tiffany Morse, stuck in her job at Wal-Mart, prays, Please make something happen here . . . This time, I mean it, and something does . . . Farley, a good trainer in a bad slump; Buddy, a ruthless trainer who cant seem to lose even though he knows that his personal salvation depends upon it; Roberto, an apprentice jockey who has the hands but is growing too big for his dream career with every passing day; Leo the gambler and his earnest son, Jesse, who understands everything about his fathers system except why it doesnt work; Elizabeth, the 62-year-old theorist of sex and animal communication, and her best friend, Joy, the mare manager at the ranch at the center of the universe—all are woven together by the horses that pass among them: Two colts and two fillies who begin with the promise of talent and breeding, and now might or might not achieve stardom.There are the geldings—Justa Bob, the plain brown horse who always wins by a nose, a lovable claimer who passes from owner to owner on a heart-wrenching journey down from the winners circle; and the beautiful Mr. T., raced in France and rescued in Texas, who is discovered to have some unusual and amazing talents.And then there is the Jack Russell terrier, Eileen, a dog with real convictions—and the will to implement them.",60,24,2001,https://images-na.ssl-images-amazon.com/images/P/0449005410.01.LZZZZZZZ.jpg
0345297709,Centaur Aisle,"Dor agreed to act as King of Xanth so long as Trent was gone for a week. But the weeks passed and Trent did not return. Dor knew he had to rescue his king but with no magic powers, how could it be done...?",85,24,1982,https://pictures.abebooks.com/isbn/9780345297709-us.jpg
0345313097,Crewel Lye,"Jordan was a ghost in Castle Roogna now. Although once he had been the most valorus of knights--that is, until he was betrayed by two wily magicians and the woman he loves. Now, if he only can remember how he was killed, hell be able to reassemble his body. And he is getting impatient....",50,24,1985,https://pictures.abebooks.com/isbn/9780345313096-us.jpg
0345424719,A Widow for One Year,"In A Widow for One Year, we follow Ruth Cole through three of the most pivotal times in her life: from her girlhood on Long Island (in the summer of 1958) through the fall of 1990 (when she is an unmarried woman whose personal life is not nearly as successful as her literary career), and at last in the autumn of 1995, when Ruth is a forty-one-year-old widow and mother (and she’s about to fall in love for the first time). Both elegiac and erotic, A Widow for One Year is a multilayered love story of astonishing emotional force.",45,24,1999,https://images-na.ssl-images-amazon.com/images/P/0345424719.01.LZZZZZZZ.jpg
0345451260,Househusband,"Lincoln Menner is finding out just how hard it is to be a woman. When his wife Jo was offered her dream job, Linc supported her wholeheartedly, leaving his thriving landscape business in Los Angeles and moving to Rochester, New York. This was a chance to escape the cloying needs and atrocious tastes of his celebrity clientele, start over in fresh surroundings, and spend a little quality time with their three-year-old daughter, Violet. But Linc had no idea what it really meant to be a househusband: To stay home every day, folding laundry, cleaning soap scum, and teaching his little girl to use the potty. To be ignored at parties by his wifes colleagues who see him as just a homemaker. To be looked upon with suspicious eyes by the neighborhood women who cant understand what sort of man would choose to stay home. And with each new day, Linc is sure that the next load of whites will be the one that sends him off the deep end.Though he has the house humming, Linc misses the outside world, longing to carry on an adult conversation with adult friends (the electrician and the UPS guy are starting to avoid him). Most of all he misses Jo, who is working all hours of the day and night and barely notices the fabulous dinners he slaves over, much less the husband who cooked them. And then there is Marilyn, the attractive next-door neighbor, who has been so friendly and supportive. . . .Now the only thing Linc knows for sure is that somethings got to give. Should he go back to work and leave Violet in the hands of someone who is sure to be less competent? Or should he give in and embrace his role as househusband extraordinaire? At turns funny, neurotic, and endearingly vulnerable, Linc Menner will win your heart-- and make you wish you had a househusband all your own. (and youll love the recipes!).",85,24,2002,https://images-na.ssl-images-amazon.com/images/P/0345451260.01.LZZZZZZZ.jpg
0345374657,Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,Here is a thoroughly researched guide to the foods that are safest and the ones that are most dangerous in each of the major food groups. ,75,24,1992,https://images-na.ssl-images-amazon.com/images/P/0345374657.01.LZZZZZZZ.jpg
0449907481,A Thousand Acres (Ballantine Reader's Circle),"A successful Iowa farmer decides to divide his farm between his three daughters. When the youngest objects, she is cut out of his will. This sets off a chain of events that brings dark truths to light and explodes long-suppressed emotions. An ambitious reimagining of Shakespeares King Lear cast upon a typical American community in the late twentieth century, A Thousand Acres takes on themes of truth, justice, love, and pride, and reveals the beautiful yet treacherous topography of humanity.",60,24,1992,https://images-na.ssl-images-amazon.com/images/P/0449907481.01.LZZZZZZZ.jpg
0345441133,Summer Island,"Years ago, Nora Bridge walked out on her marriage, leaving her daughters behind. Now she is a celebrity talk-show host. Her daughter Ruby is a struggling comedienne. The two haven’t spoken in more than a decade. Then a scandal from Nora’s past is exposed, and Ruby is offered a fortune to write a tell-all about her mother. Reluctantly she returns to the family house on Summer Island, a home filled with frayed memories of joy and heartache. Confronting a past that includes a never-forgotten love, a sick best friend, and a mother who has harbored terrible family secrets, Ruby finally begins to understand the complex ties that bind a mother and daughter—and the healing that comes with forgiveness.",40,24,2002,https://images-na.ssl-images-amazon.com/images/P/0345441133.01.LZZZZZZZ.jpg
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)","Librarian note: Older covers for this edition can be found here: Oct-2010; 2010; Oct-1986.#1 New York Times Bestselling author - Surrender to fictions greatest creature of the night - Book II of the Vampire ChroniclesThe vampire hero of Anne Rice’s enthralling novel is a creature of the darkest and richest imagination. Once an aristocrat in the heady days of pre-revolutionary France, now a rock star in the demonic, shimmering 1980s, he rushes through the centuries in search of others like him, seeking answers to the mystery of his eternal, terrifying exsitence. His is a mesmerizing story—passionate, complex, and thrilling.",65,24,1986,https://images-na.ssl-images-amazon.com/images/P/0345313860.01.LZZZZZZZ.jpg
0345369947,The Mummy or Ramses the Damned,"Also see: Alternate Cover Editions for this ISBN [ACE]  
ACE #1
Ramses the Great has awakened in Edwardian London. Having drunk the elixir of life, he is now Ramses the Damned, doomed forever to wander the earth, desperate to quell hungers that can never be satisfied. Although he pursues voluptuous aristocrat Julie Stratford, the woman for whom he desperately longs is Cleopatra. And his intense longing for her, undiminished over the centuries, will force him to commit an act that will place everyone around him in the gravest danger....",50,24,1991,https://images-na.ssl-images-amazon.com/images/P/0345369947.01.LZZZZZZZ.jpg
0345353625,Her Mother's Daughter,"A rich and compelling story about four generations of magnificent women, celebrating the love, pride, sacrifice, devotion, and unheralded triumph of all womens lives.",30,24,1990,https://images-na.ssl-images-amazon.com/images/P/0345353625.01.LZZZZZZZ.jpg
0345379454,Missing Susan,"Edgar Award winner Sharyn McCrumb brings you her sixth Elizabeh MacPherson mystery novel.The unsinkable Elizabeth is on tour of Englands most famous murder sites, when Rowan Rover, the group leader, is quietly asked to commit murder. He does, of course, but not without misgivings--not the least of which is having Elizabeth MacPherson, canny observer and all-around murder spoiler, on his tail...Sharyn McCrunb is definitely a rising star in the New Golden Age of mystery fiction. I look forward to reading her for a long time to come.Elizabeth Peters",60,24,1992,https://images-na.ssl-images-amazon.com/images/P/0345379454.01.LZZZZZZZ.jpg
0345251733,Rainbow the Stormy Life of Judy Garland,The biographer pays special attention to Judy Garlands evolution as an artist as well as the ties between her emotional make-up and her performance.,30,24,1989,https://pictures.abebooks.com/isbn/9780345251732-us.jpg
0345305477,Easy Travel to Other Planets,Easy Travel to Other Planets,65,24,1982,https://pictures.abebooks.com/isbn/9780345305473-us.jpg
0449911683,My Name Is Asher Lev,"Asher Lev is a Ladover Hasid who keeps kosher, prays three times a day and believes in the Ribbono Shel Olom, the Master of the Universe. Asher Lev is an artist who is compulsively driven to render the world he sees and feels even when it leads him to blasphemy.In this stirring and often visionary novel, Chaim Potok traces Asher’s passage between these two identities, the one consecrated to God, the other subject only to the imagination.Asher Lev grows up in a cloistered Hasidic community in postwar Brooklyn, a world suffused by ritual and revolving around a charismatic Rebbe. But in time his gift threatens to estrange him from that world and the parents he adores. As it follows his struggle, My Name Is Asher Lev becomes a luminous portrait of the artist, by turns heartbreaking and exultant, a modern classic.",65,24,1996,https://images-na.ssl-images-amazon.com/images/P/0449911683.01.LZZZZZZZ.jpg
0345428900,Out of the Blue,"At once heart-wrenching and funny, poignant and provocative, here is a rare novel about finding the courage to take a remarkable leap of faith. Smart, funny Anna Bolles, a born athlete and a dynamic teacher, figures God decided to have the last laugh when her life was tragically and irrevocably changed five years ago. Since then she has kept herself firmly grounded in the present with the door marked future shut. Annas days are filled with the vibrancy of summer in New York City where she takes joy in the details, the sensual assault of an air-conditioned museum and a perfectly baked muffin. She relishes her role as an observer to the dramas played out around her--from the adolescent courtships of her private school students to the turbulent love affairs of friends and colleagues. Yet Anna never dares to open her heart, except to the father who has drifted from her and the mother who sustains her, until the one thing she didnt think could happen becomes a twist of fate that may just set her free. Until Joe Malone.Joe Malone, pilot, businessman, amateur photographer, is a man who has everything except happiness. Though hes notorious for his short attention span, he sees in Anna a world of possibilities. Maybe Joe, a man who has only been skimming the surface of life, has finally found a perfect place to land. He thinks he wants a life with Anna no matter what and seems willing to risk everything to be with her. But can he trust himself enough to give their deepest dreams the chance to flourish?Through laughter and tears, from the depths of heartbreak to the pinnacle of joy, Sally Mandell never fails to remind readers of the things that matter most in life. Now she has written her most dazzling novel yet--a very special story about two unique people whose love comes from seemingly out of the blue.",70,24,2000,https://images-na.ssl-images-amazon.com/images/P/0345428900.01.LZZZZZZZ.jpg
0345395379,Slow River,"She awoke in an alley to the splash of rain. She was naked, a foot-long gash in her back was still bleeding, and her identity implant was gone. Lore Van Oesterling had been the daughter of one of the worlds most powerful families...and now she was nobody, and she had to hide. Then out of the rain walked Spanner, predator and thief, who took her in, cared for her wound, and taught her how to reinvent herself again and again. No one could find Lore now: not the police, not her family, and not the kidnappers who had left her in that alley to die. She had escaped...but the cost of her newfound freedom was crime and deception, and she paid it over and over again, until she had become someone she loathed.Lore had a choice: She could stay in the shadows, stay with Spanner...and risk losing herself forever. Or she could leave Spanner and find herself again by becoming someone else: stealing the identity implant of a dead woman, taking over her life, and creating a new future. But to start again, Lore required Spanners talents--Spanner, who needed her and hated her, and who always had a price. And even as Lore agreed to play Spanners game one final time, she found that there was still the price of being a Van Oesterling to be paid. Only by confronting her family, her past, and her own demons could Lore meld together who she had once been, who she had become, and the person she intended to be...",35,24,1996,https://images-na.ssl-images-amazon.com/images/P/0345395379.01.LZZZZZZZ.jpg
0345403339,Saving Grace,"Surrounded all of her life by zealous religious figures, Florida Grace Shepherd recounts a story that begins with her fathers revival meetings and ends at Uncle Slidells Christian Fun Golf course.",55,24,1996,https://images-na.ssl-images-amazon.com/images/P/0345403339.01.LZZZZZZZ.jpg
0345429176,"Ufos, JFK and Elvis: Conspiracies You Don't Have to Be Crazy to Believe","The comedian and actor offers a humorous and opinionated look at Americas conspiracy theories, from the serious to the silly, and explains their persistent popularity with the public.",70,24,1999,https://images-na.ssl-images-amazon.com/images/P/0345429176.01.LZZZZZZZ.jpg
0345418778,Mostly Harmless,"It’s easy to get disheartened when your planet has been blown up and the woman you love has vanished due a misunderstanding about space/time. However, instead of being disheartened, Arthur Dent makes the terrible mistake of starting to enjoy life a bit—and immediately all hell breaks loose.Hell takes a number of forms: there’s the standard Ford Prefect version, in the shape of an all-new edition of The Hitchhiker’s Guide to the Galaxy, and a totally unexpected manifestation in the form of a teenage girl who startles Arthur Dent by being his daughter when he didn’t even know he had one.Can Arthur save the Earth from total multidimensional obliteration? Can he save the Guide from a hostile alien takeover? Can he save his daughter, Random, from herself? Of course not. He never works out exactly what is going on. Will you?",25,24,2000,https://images-na.ssl-images-amazon.com/images/P/0345418778.01.LZZZZZZZ.jpg
0345391802,The Hitchhiker's Guide to the Galaxy,"Seconds before the Earth is demolished to make way for a galactic freeway, Arthur Dent is plucked off the planet by his friend Ford Prefect, a researcher for the revised edition of the The Hitch Hikers Guide to the Galaxy who, for the last fifteen years, has been posing as an out of work actor. Together this dynamic pair begin their journey through space aided by quotes from The Hitch Hikers Guide A towel is about the most massively useful thing an interstellar hitchhiker can have and a galaxy-full of fellow travellers: Zaphod Beeblebrox - the two-headed, three-armed ex-hippie and totally out to lunch president of the galaxy; Trillian, Zaphods girlfriend (formally Tricia McMillan), whom Arthur tried to pick up at a cocktail party once upon a time zone; Marvin, a paranoid, brilliant and chronically depressed robot; Veet Voojagig, a former graduate student who is obsessed with the disappearance of all the ball-point pens he has bought over the years.",50,24,1995,https://images-na.ssl-images-amazon.com/images/P/0345391802.01.LZZZZZZZ.jpg
0449006557,Half Moon Street (Charlotte & Thomas Pitt Novels (Paperback)),"Superintendent Thomas Pitt searches for the identity of a man found dead in the Thames, leading him deep into Victorian Londons bohemia to the theater where Cecily Antrim outrages society with her portrayal of a modern woman -- and into studios where masters of light and shadow are experimenting with the fascinating new art of photography.",80,24,2001,https://images-na.ssl-images-amazon.com/images/P/0449006557.01.LZZZZZZZ.jpg
0345404777,No Safe Place,"In the high-stakes, high-pressure world of presidential politics, where predators carry microphones and one misstep can savage a lifetime of achievement, Kerry Kilcannon is the rarest player of all. Kilcannon believes he can make the system work. And he just may die trying.Driven by the violent nightmare of his childhood, fueled by forces that few could understand, and burdened by secrets no one must know, Kilcannon is running for President--and entering the crucial battleground of California with seven days to go. But for Kilcannon, there are hurdles that his courage, charisma, and compassion may not overcome: the network correspondent he still loves; the reporter bent on their exposure; the rival wholl do anything to win; and the fanatic who believes that he must murder Kilcannon to protect the right to life.",80,24,1999,https://images-na.ssl-images-amazon.com/images/P/0345404777.01.LZZZZZZZ.jpg
0375759778,Prague : A Novel,"A novel of startling scope and ambition, Prague depicts an intentionally lost Lost Generation as it follows five American expats who come to Budapest in the early 1990s to seek their fortune. They harbor the vague suspicion that their counterparts in Prague have it better, but still they hope to find adventure, inspiration, a gold rush, or history in the making.",35,25,2003,https://images-na.ssl-images-amazon.com/images/P/0375759778.01.LZZZZZZZ.jpg
3404921038,Wie Barney es sieht.,"Ebullient and perverse, thrice married, Barney Panofsky has always clung to two cherished beliefs: life is absurd and nobody truly ever understands anybody else. But when his sworn enemy publicly states that Barney is a wife abuser, an intellectual fraud and probably a murderer, he is driven to write his own memoirs. Charged with comic energy and a wicked disregard for any pieties whatsoever, Barneys Version is a brilliant portrait of a man whom Mordecai Richler has made uniquely memorable for all time. It is also an unforgettable love story, a story about family and the riches of friendship.",20,26,2002,https://images-na.ssl-images-amazon.com/images/P/3404921038.01.LZZZZZZZ.jpg
3404121686,Nacht Ã?Â¼ber den Wassern.,"September 1939. England is at war with Nazi Germany. In Southampton, the world’s most luxurious airliner—the legendary Pan Am clipper—takes off for its final flight to neutral America. Aboard are the cream of society and the dregs of humanity, all fleeing the war for reasons of their own…shadowed by a danger they do not know exists…and heading straight into a storm of violence, intrigue, and betrayal…",75,26,1994,https://images-na.ssl-images-amazon.com/images/P/3404121686.01.LZZZZZZZ.jpg
3404118960,Die SÃ?Â¤ulen der Erde. Roman.,"England 1123-1173. Es ist eine Zeit blutiger Auseinandersetzungen zwischen Adel, Klerus und einfachem Volk, das unter Ausbeutung und Not leidet. Philip, ein junger Prior, dessen Eltern von marodierenden Söldnern abgeschlachtet wurden,träumt den Traum vom Frieden: der Errichtung einer Kathedrale gegen die Mächte des Bösen. Er und sein Baumeister Tom Builder, dessen Stiefsohn Jack und die Grafentochter Aliena müssen sich in einem Kampf auf Leben und Tod gegen ihreWidersacher behaupten, ehe Kingsbridge Schauplatz des größten abendländischen Bauwerks, der »Säulen der Erde« wird ...--back coverLibrarians note: See alternate cover edition of ISBN13 9783404118960 here.",60,26,1992,https://images-na.ssl-images-amazon.com/images/P/3404118960.01.LZZZZZZZ.jpg
3442410665,Sturmzeit. Roman.,"Sommer 1914. In Europa gärt es, doch auf dem Familiengut der Degnellys in Ostpreußen scheint noch Zeit zu sein für Idylle und Plänkeleien und für den Traum von der großen Liebe - ein Traum, der die achtzehnjährige Felicia durch eine harte Zeit begleiten wird, in der alte Traditionen und Beziehungen untergehen und einer gar nicht mehr vornehmen Realität weichen...",70,27,1991,https://images-na.ssl-images-amazon.com/images/P/3442410665.01.LZZZZZZZ.jpg
3442098424,Der FÃ?Â¼rst der Finsternis. Roman.,"Lestat de Lioncourt: Er ist schön wie ein gefallener Engel, und wenn er lacht, bersten die Spiegel, doch seine Tränen sind bitter, und sein Lebenselixier ist – Blut. Ruhelos durchstreift der Gentleman-Vampir die Welt, bis er schließlich in New Orleans in einen todesgleichen Schlaf fällt, aus dem er erst in unserer Zeit wieder erwacht …",50,27,1992,https://images-na.ssl-images-amazon.com/images/P/3442098424.01.LZZZZZZZ.jpg
0375406328,Lying Awake,"In a Carmelite monastery outside present-day Los Angeles, life goes on in a manner virtually un-changed for centuries. Sister John of the Cross has spent years there in the service of God. And there, she alone experiences visions of such dazzling power and insight that she is looked upon as a spiritual master. But Sister Johns visions are accompanied by powerful headaches, and when a doctor reveals that they may be dangerous, she faces a devastating choice. For if her spiritual gifts are symptoms of illness rather than grace, will a cure mean the end of her visions and a soul once again dry and searching?This is the dilemma at the heart of Mark Salzmans spare, astonishing new novel. With extraordinary dexterity, the author of the best-selling Iron & Silk and The Soloist brings to life the mysterious world of the cloister, giving us a brilliantly realized portrait of women today drawn to the rigors of an ancient religious life, and of one womans trial at the perilous intersection of faith and reason. Lying Awake is a novel of remarkable empathy and imagination, and Mark Salzmans most provocative work to date.",20,28,2000,https://images-na.ssl-images-amazon.com/images/P/0375406328.01.LZZZZZZZ.jpg
0375400117,Memoirs of a Geisha,"According to Arthur Goldens absorbing first novel, the word geisha does not mean prostitute, as Westerners ignorantly assume--it means artisan or artist. To capture the geisha experience in the art of fiction, Golden trained as long and hard as any geisha who must master the arts of music, dance, clever conversation, crafty battle with rival beauties, and cunning seduction of wealthy patrons. After earning degrees in Japanese art and history from Harvard and Columbia--and an M.A. in English--he met a man in Tokyo who was the illegitimate offspring of a renowned businessman and a geisha. This meeting inspired Golden to spend 10 years researching every detail of geisha culture, chiefly relying on the geisha Mineko Iwasaki, who spent years charming the very rich and famous. The result is a novel with the broad social canvas (and love of coincidence) of Charles Dickens and Jane Austens intense attention to the nuances of erotic maneuvering. Readers experience the entire life of a geisha, from her origins as an orphaned fishing-village girl in 1929 to her triumphant auction of her mizuage (virginity) for a record price as a teenager to her reminiscent old age as the distinguished mistress of the powerful patron of her dreams. We discover that a geisha is more analogous to a Western trophy wife than to a prostitute--and, as in Austen, flat-out prostitution and early death is a womans alternative to the repressive, arcane system of courtship. In simple, elegant prose, Golden puts us right in the tearoom with the geisha; we are there as she gracefully fights for her life in a social situation where careers are made or destroyed by a witticism, a too-revealing (or not revealing enough) glimpse of flesh under the kimono, or a vicious rumor spread by a rival as cruel as a spider.  Goldens web is finely woven, but his book has a serious flaw: the geishas true romance rings hollow--the love of her life is a symbol, not a character. Her villainous geisha nemesis is sharply drawn, but she would be more so if we got a deeper peek into the cause of her motiveless malignity--the plight all geisha share. Still, Golden has won the triple crown of fiction: he has created a plausible female protagonist in a vivid, now-vanished world, and he gloriously captures Japanese culture by expressing his thoughts in authentic Eastern metaphors.",30,28,1997,https://images-na.ssl-images-amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg
0679423079,Nicholas Nickleby (Everyman's Library),"Charles Dickens had an understanding of mid-Victorian society second to none, and genius and energy massive enough to make the absurdities and terrors of that society come alive on the page. Nicholas Nickleby, with its episodes of chicanery in finance and education, and the dramatic intensity with which it tells the story of its openhearted young protagonist and its frightening villain, the magnificently rendered Ralph Nickleby, represents Dickens at his clear-eyed, indignant, and mesmerizing best.             When Nicholas Nickleby is left penniless by the death of his father, he appeals to his Uncle Ralph to help him and his mother and sister. But Ralph conceives a violent hatred of the young man, and his schemes of persecution haunt Nicholas through a series of picaresque adventures, including a job as a tutor at a horrific school for unwanted boys run by the cruel Wackford Squeers and a stint as a member of the eccentric Crummles family theater troupe. Without shying away from the grimmer aspects of the world Nicholas encounters on his path to eventual happiness, the story remains one of Dickens’s most high-spirited and exuberant. This edition reprints the original Everyman preface by G. K. Chesterton and includes thirty-nine illustrations by Phiz.(Book Jacket Status: Jacketed)",80,28,1993,https://images-na.ssl-images-amazon.com/images/P/0679423079.01.LZZZZZZZ.jpg
